FacilityID,CampsiteLongitude,CampsiteLatitude
234383,-115.1929747214,48.6791255407
234429,-116.086972,48.867425
232963,-146.438055556,60.4663888889
232942,-133.956861111,58.3123888889
232935,-133.357777778,55.455
234409,-110.9738418266,46.8393913219
233078,-132.689166667,56.165
232993,-133.317222222,56.8683333333
232960,-131.565,56.0113888889
232931,-132.855,55.5397222222
234343,-114.354689,48.83688
232957,-131.483333333,55.6183333333
232956,-131.808416667,55.936025
232995,-148.4008544511,60.6919942864
234467,-121.6819552129,40.186105043
232961,-131.519444444,55.5719444444
234451,-111.679496,46.822415
232925,-134.273927778,57.5819388889
233024,-132.9390821989,56.7776543246
232929,-134.494405556,58.1344472222
233072,-132.5137,56.6193
234482,-115.304054,46.785242
231974,-116.864057,34.292964
232999,-133.721666667,56.6436111111
234337,-114.377648,48.875563
232971,-130.644444444,55.0941666667
232987,-149.1182999747,61.0516699345
233882,-113.9549074475,45.7557201975
232782,-118.941789,36.804969
232966,-144.5889,60.3834833333
232054,-117.0620387134,34.2457164795
232984,-130.582777778,55.4794444444
231950,-116.451414,32.890275
232992,-147.885389422,61.0796867277
233952,-117.043201,34.207239
231949,-116.863587,33.312586
231966,-116.969221,34.220169
233104,-120.321775,38.936592
234566,-111.212591,46.518423
232973,-147.455,59.8788888889
232975,-146.510133333,61.0003
232982,-147.289166667,60.2161111111
233011,-133.688611111,56.8455555556
233010,-149.875636111,60.5704027778
233094,-139.093888889,59.4133333333
233084,-131.466111111,56.0602777778
234006,-120.269372,38.751992
233061,-132.668611111,55.5816666667
233003,-149.07315,60.3484416667
233095,-139.085833333,59.2972222222
234540,-120.611875043,39.622474334
234359,-105.8477406973,45.6280946689
234601,-118.706944444,35.5352777778
234458,-118.835211,36.719309
234457,-119.288611111,36.8622222222
234417,-114.907725,47.178525
233995,-109.478813,40.929714
234338,-113.413904,48.262047
234434,-115.907364,47.913737
234345,-114.7098158085,48.382094791
234404,-122.916944444,40.2333333333
234351,-113.822121,45.642235
232063,-111.645756,40.645047
234568,-111.744318,46.323526
234609,-112.257495,42.349365
234397,-112.823652,45.994402
234356,-112.424456,45.690702
234425,-110.4981878541,47.0164203809
234432,-115.92499,48.834281
233701,-119.985263,37.226908
234421,-115.038767,47.90063
234448,-113.5578776455,46.2291150649
231954,-120.237278,38.847077
232107,-120.5936471921,38.9036961326
234567,-111.623352,46.697193
234466,-115.52701,48.488733
234607,-110.951893,45.478343
231858,-105.523863349,39.841957381
234428,-111.096977,46.997405
234423,-115.383528,47.744648
234511,-114.388594,48.898944
234545,-120.558675747,39.631048736
231964,-116.698869,34.337368
233982,-106.245104,41.364185
234481,-113.922525,46.827417
234416,-110.493912,46.682086
234508,-115.845388,48.034209
234399,-115.545662,48.635144
234040,-121.424798722,40.490178012
234447,-115.764123,47.359188
234398,-112.738137,45.852474
234410,-110.308587,45.547459
233851,-106.42,39.5233333333
233989,-106.217357,41.202748
232401,-115.4054819556,44.4208015812
233979,-106.570859,40.561036
233186,-123.125378762,42.0511515237
233188,-105.098482,39.088344
233232,-106.6814275952,38.0192064576
250038,-112.025973,44.463618
234630,-122.356944444,42.3588888889
234710,-106.646666667,37.7044444444
233245,-116.05949,45.861564
234661,-121.631192194,43.767313411
233240,-113.531177,47.164782
233252,-116.169707,48.88436
234631,-122.378,42.654
232863,-121.747203,45.099534
234667,-108.12506,38.332885
232510,-121.797922894,46.765142881
232837,-121.8670292744,45.3032497251
232315,-121.405557134,47.8979138095
233401,-135.771388889,58.0013888889
232839,-122.153305073,45.1588691844
233402,-110.873315,31.718174
233296,-120.321228,40.114645
233323,-121.5172018531,45.1154511395
233272,-113.835277778,47.9094444444
233213,-108.098629,39.052677
234058,-112.167140427,37.638447197
233179,-135.362777778,57.1297222222
232509,-121.568503209,46.735894087
233271,-113.709166667,47.5911111111
233216,-108.09828,39.052247
233289,-107.523252,38.213435
233357,-121.294622429,40.450501347
250046,-107.314414,44.080339
233130,-120.515164034,39.490207941
234477,-121.608611111,44.5338888889
234684,-105.068950996,38.055042191
233358,-121.427911585,40.49433576
233194,-121.2552802889,43.703644632
250028,-106.986763,44.073572
234206,-118.4981007212,44.7964829457
233288,-111.533055556,42.0961111111
234145,-119.347068,45.11896
